Commit Hash,File Name,Semantic_Similarity,Token_Similarity
325dfa2469f86e03187b6d9e6aee4745b702c496,sidebarintro.html,0.9979962110519409,0.8328774168230026
325dfa2469f86e03187b6d9e6aee4745b702c496,flasky.css_t,0.9998878836631775,0.9912764045168956
325dfa2469f86e03187b6d9e6aee4745b702c496,index.html,0.9984972476959229,0.6762463205128355
b4cd70d054a1514adaed893663cfa22b73114d1e,404.html,,
b4cd70d054a1514adaed893663cfa22b73114d1e,mask.png,,
b4cd70d054a1514adaed893663cfa22b73114d1e,ship.png,,
42dd94b7565052120423dbd86a5ab0f96938f8cc,404.html,0.9998525381088257,0.9619074970647965
bcf347fe8db124242da30b97c7e570f28c273d26,flasky.css_t,0.9995278120040894,0.7749275469562964
bcf347fe8db124242da30b97c7e570f28c273d26,index.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,patterns.rst,0.9999999403953552,0.9981722167655268
bcf347fe8db124242da30b97c7e570f28c273d26,tutorial.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,css.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,dbcon.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,dbinit.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,folders.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,index.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,introduction.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,schema.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,setup.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,templates.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,testing.rst,,
bcf347fe8db124242da30b97c7e570f28c273d26,views.rst,,
88ea383394b47278779031b47de23fbd5ba89dbe,flasky.css_t,0.9999999403953552,0.9893271101444481
fdf4d79bdc3a5872e99b4e9c9bc0e29cfd195cb4,flasky.css_t,0.9999999403953552,0.9979850863062061
fdf4d79bdc3a5872e99b4e9c9bc0e29cfd195cb4,index.html,0.9996768236160278,0.989577274794027
764b4e4f7dbe48366d7f01d8bd0c56f4e76b79ee,Makefile,0.9999352693557739,0.9574300913851994
123a1ad019a842a07a84aace66fd7a33f6f68cb9,index.rst,,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,patterns.rst,,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,flashing.rst,,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,index.rst,,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,packages.rst,,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,sqlalchemy.rst,,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,sqlite3.rst,,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,templateinheritance.rst,,
42a46ed09b745c0560de354c0cb236295000f296,index.html,1.0,0.9878289926178639
63593d281b7358a86a808cc0bf5e47107316403d,flask.py,0.9999144673347473,0.9991648825028424
ab5492418694b5cc14601a953084d61f47785ea4,flasky.css_t,0.9999999403953552,0.9959693533988714
190059c8f01c6f75243824e765d08a7cce386eda,api.rst,0.9999997019767761,0.9929898309397194
190059c8f01c6f75243824e765d08a7cce386eda,design.rst,,
190059c8f01c6f75243824e765d08a7cce386eda,index.rst,0.9999822378158569,0.9930505915919572
190059c8f01c6f75243824e765d08a7cce386eda,flask.py,1.0,0.9622743421252519
190059c8f01c6f75243824e765d08a7cce386eda,flask_tests.py,1.0,0.9642539048810055
190059c8f01c6f75243824e765d08a7cce386eda,_macro.html,,
bf52a17902cdbc300ee91ec1b2e8d2b7890ba35c,testing.rst,1.0,0.990359697528525
bf52a17902cdbc300ee91ec1b2e8d2b7890ba35c,flaskr_tests.py,0.9999997615814209,0.9721873068013775
13090389365184fc2291e2cc69fb9b2af5426585,README,0.9989544153213501,0.7997413539489068
94cf620914615b991063f00314ea1c8da9790c99,sqlalchemy.rst,0.9999998807907104,0.5017360589661951
100776147a063dcf53f74678b045ac0f5d6386d4,dbinit.rst,1.0000001192092896,0.9250201157902083
3491465d55f093a498f2f496cd33bebba137518c,installation.rst,1.0000001192092896,0.9795089993893958
0770f5c6375e3e45fa3ac918217df5d885176173,flask.py,0.9998152256011963,0.998305831449732
73a47a0db1a181bb305684115d3dacded0c5a58b,minitwit.py,0.9999483227729797,0.9907917917205485
ce18d4575dd8468878668d777d83448eeae4fd0d,conf.py,0.9999998807907104,0.9905486971736066
ce18d4575dd8468878668d777d83448eeae4fd0d,installation.rst,1.0000001192092896,0.9570322961594442
ce18d4575dd8468878668d777d83448eeae4fd0d,flashing.rst,0.9997736811637878,0.9914602590772205
ce18d4575dd8468878668d777d83448eeae4fd0d,index.rst,0.9998658895492554,0.9805937421973708
ce18d4575dd8468878668d777d83448eeae4fd0d,wtforms.rst,,
ce18d4575dd8468878668d777d83448eeae4fd0d,quickstart.rst,1.0000001192092896,0.9995324261983182
976e792336fa6c4696f534ac1d537d2a86a75e72,sqlalchemy.rst,0.9999998807907104,0.9829059728291751
976e792336fa6c4696f534ac1d537d2a86a75e72,wtforms.rst,1.0,0.9682381736445582
56675b3bade603a458d01443bda8070ca0489005,wtforms.rst,1.0,0.9945371206065946
166f5ed254d829b2d87fca241e1a22b0a64fff1c,wtforms.rst,0.9999381303787231,0.9801735306200337
84899948be190a5e180fdccb25e6d7a8498fee7c,index.rst,0.9999952912330627,0.9817336589136813
a50a87c4ca7f44821e9561ae6b69300b8809c46c,deploying.rst,0.9999999403953552,0.9988877761011349
c64a4e0befc0718500c544f5c847d6632b8fb598,deploying.rst,,
c64a4e0befc0718500c544f5c847d6632b8fb598,cgi.rst,,
c64a4e0befc0718500c544f5c847d6632b8fb598,fastcgi.rst,,
c64a4e0befc0718500c544f5c847d6632b8fb598,index.rst,0.9999836087226868,0.9903303269876939
c64a4e0befc0718500c544f5c847d6632b8fb598,mod_wsgi.rst,,
c64a4e0befc0718500c544f5c847d6632b8fb598,others.rst,,
c64a4e0befc0718500c544f5c847d6632b8fb598,index.rst,0.9999836087226868,0.9903303269876939
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,api.rst,0.9999172687530518,0.803583702374402
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,index.rst,0.9998899102210999,0.9914885877372959
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,jquery.rst,,
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,jqueryexample.py,,
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,index.html,,
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,flask.py,0.9980827569961548,0.9415000908499417
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,flask_tests.py,0.9999712109565735,0.8640125877820377
a99e408bd109783561d408ef34c286cdd9b51845,jquery.rst,0.9975847601890564,0.33811932887760426
a99e408bd109783561d408ef34c286cdd9b51845,index.html,0.9950000643730164,0.6028819137755952
a99e408bd109783561d408ef34c286cdd9b51845,layout.html,,
f878919753a909e45b2d5448aa175f4f9129ff24,jquery.rst,0.9999988079071045,0.9988488593318644
3d320176813e87b8dccbbbc807133dfe6ce0bcde,installation.rst,1.0000001192092896,0.7956929980023573
07e515b071e32e1b22e9992cedabeb082a8cde6c,installation.rst,1.0000001192092896,0.9960830269048532
ade490514dd6d83adc7610f69f9c4cd68df47110,api.rst,1.0,0.9905519091837942
ade490514dd6d83adc7610f69f9c4cd68df47110,jquery.rst,1.0,0.9763420436821726
ade490514dd6d83adc7610f69f9c4cd68df47110,flask.py,1.0000001192092896,0.9897504904531891
ade490514dd6d83adc7610f69f9c4cd68df47110,flask_tests.py,1.0,0.9633401467661956
36f105c2932af842de5d18899783f33078415c7f,installation.rst,1.0000001192092896,0.9586222818312039
3088a9371e065808fd0091741f62bc242bcab1f9,flask.py,1.0000001192092896,0.9861894276589639
3088a9371e065808fd0091741f62bc242bcab1f9,flask_tests.py,1.0,0.8995413592880083
5acc491c94262912baa30a4cffc780a46b7faf56,flask.py,1.0000001192092896,0.9970260346469203
95750b3287bfa21fbb706f10a3a9fbcef01c089e,api.rst,1.0,0.9978512165657244
95750b3287bfa21fbb706f10a3a9fbcef01c089e,flask.py,0.999916136264801,0.9752766501925716
95750b3287bfa21fbb706f10a3a9fbcef01c089e,flask_tests.py,1.0,0.9362093503508536
06ec917ddedc618944670b39ccd5f4cb862882b2,flask.py,1.0000001192092896,0.9992347133059941
50a331307114a641d1d9447453f8fddc52fe680f,wtforms.rst,0.9999901652336121,0.9975508144442613
4ff9493e5765f3d2c2fd2dd1882791a75ad6fc68,wtforms.rst,1.0,0.9975508144442613
a7ff9dbddd5f861463051601177442e98aae84bf,becomingbig.rst,0.9999327659606934,0.9362606089289319
a7ff9dbddd5f861463051601177442e98aae84bf,mod_wsgi.rst,0.9999564290046692,0.9838571690315131
a7ff9dbddd5f861463051601177442e98aae84bf,design.rst,0.9999648332595825,0.9789329593120119
a7ff9dbddd5f861463051601177442e98aae84bf,installation.rst,0.9999065399169922,0.9816696883079152
a7ff9dbddd5f861463051601177442e98aae84bf,packages.rst,0.9999998211860657,0.9884479587600582
a7ff9dbddd5f861463051601177442e98aae84bf,sqlalchemy.rst,0.9999661445617676,0.9739855428171786
a7ff9dbddd5f861463051601177442e98aae84bf,sqlite3.rst,0.9999914169311523,0.9883402007919512
a7ff9dbddd5f861463051601177442e98aae84bf,testing.rst,0.9999921321868896,0.9780420390244725
9f0b2429d638e54cb534b555c393d0770dfc1a8f,flask_tests.py,0.9980596303939819,0.9319510907614322
1404a85bc554f96bff5463e6eadb14662b945f2e,wtforms.rst,0.9997513294219971,0.9890405817223334
715f64d2afef0e5b9800f0e0fb0eb9c892e1573a,jquery.rst,1.0,0.9415410831761329
715f64d2afef0e5b9800f0e0fb0eb9c892e1573a,flask.py,1.0000001192092896,0.9859210026862896
3a1e51865786474c44a04c0d422515047dd27223,AUTHORS,,
3a1e51865786474c44a04c0d422515047dd27223,LICENSE,0.9977902770042419,0.9640547209224892
3a1e51865786474c44a04c0d422515047dd27223,index.rst,0.9999688863754272,0.9931080665607049
3a1e51865786474c44a04c0d422515047dd27223,license.rst,,
3a1e51865786474c44a04c0d422515047dd27223,flask.py,1.0000001192092896,0.9996215418163209
268302fc68c35abd555a8c2d2755f14c96e1401d,index.html,1.0,0.9842615923150757
9f6bc93e4de36fc209eb1203845e9505df1ca379,flask.py,0.999539315700531,0.9889771751058913
