Commit Hash,File Name,MI_Before,MI_After,MI_Change,CC_Before,CC_After,CC_Change,LOC_Before,LOC_After,LOC_Change
4f8ee8f12946b224e5003405be99aa4e454bdeee,globals.py,100.0,100.0,0.0,0.0,0.0,,8.0,20.0,12.0
4f8ee8f12946b224e5003405be99aa4e454bdeee,helpers.py,53.16235942759627,51.707288091406504,-1.4550713361897678,44.0,44.0,0.0,328.0,341.0,13.0
4f8ee8f12946b224e5003405be99aa4e454bdeee,module.py,70.90961734533501,68.44807048128891,-2.461546864046099,18.0,18.0,0.0,152.0,163.0,11.0
4f8ee8f12946b224e5003405be99aa4e454bdeee,session.py,100.0,100.0,0.0,7.0,7.0,0.0,31.0,43.0,12.0
4f8ee8f12946b224e5003405be99aa4e454bdeee,wrappers.py,81.24452387999715,71.38076104429906,-9.863762835698083,12.0,11.0,-1.0,64.0,70.0,6.0
4f8ee8f12946b224e5003405be99aa4e454bdeee,setup.py,100.0,100.0,0.0,1.0,1.0,0.0,79.0,79.0,0.0
88d9315d1955ea4ee99f53e21593a0d1d9047ed0,__init__.py,100.0,100.0,0.0,0.0,0.0,,24.0,24.0,0.0
d0c6ad7d287e543fcc941aa2b42557e06b9dc142,app.py,,,,,,,,,
d0c6ad7d287e543fcc941aa2b42557e06b9dc142,helpers.py,51.707288091406504,51.44742719454645,-0.2598608968600544,44.0,49.0,5.0,341.0,370.0,29.0
532347d6adf1da64259f1af91860d5fa27bac9f1,app.py,,,,,,,,,
532347d6adf1da64259f1af91860d5fa27bac9f1,helpers.py,51.44742719454645,51.32377144047134,-0.12365575407510931,49.0,50.0,1.0,370.0,371.0,1.0
fedc06c2950a4c9930082a014d0f8da6ee0193be,app.py,,,,,,,,,
